ردیف,نام منبع,نوع,بخش صفحه,زیربخش,آدرس وب‌سایت,آدرس RSS/Atom,وضعیت فید,توضیح صفحه,یادداشت اعتبارسنجی
65,Nation Africa,رسانه/منبع اطلاعاتی,۲) روزنامه‌ها و رسانه‌های عمومی اثرگذار جهان,آفریقا و آمریکای لاتین,https://nation.africa/,https://nation.africa/feed/,نامزد متداول / نیازمند راستی‌آزمایی,شرق آفریقا.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
66,Premium Times,رسانه/منبع اطلاعاتی,۲) روزنامه‌ها و رسانه‌های عمومی اثرگذار جهان,آفریقا و آمریکای لاتین,https://www.premiumtimesng.com/,https://www.premiumtimesng.com/feed,فید شناخته‌شده / نیازمند آزمون نهایی,نیجریه.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
67,Folha de S.Paulo,رسانه/منبع اطلاعاتی,۲) روزنامه‌ها و رسانه‌های عمومی اثرگذار جهان,آفریقا و آمریکای لاتین,https://www.folha.uol.com.br/internacional/en/,https://folha.uol.com.br/feed/,نامزد متداول / نیازمند راستی‌آزمایی,برزیل.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
68,O Globo,رسانه/منبع اطلاعاتی,۲) روزنامه‌ها و رسانه‌های عمومی اثرگذار جهان,آفریقا و آمریکای لاتین,https://oglobo.globo.com/,https://oglobo.globo.com/feed/,نامزد متداول / نیازمند راستی‌آزمایی,برزیل.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
69,Clarín,رسانه/منبع اطلاعاتی,۲) روزنامه‌ها و رسانه‌های عمومی اثرگذار جهان,آفریقا و آمریکای لاتین,https://www.clarin.com/,https://clarin.com/feed/,نامزد متداول / نیازمند راستی‌آزمایی,آرژانتین.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
70,La Nación,رسانه/منبع اطلاعاتی,۲) روزنامه‌ها و رسانه‌های عمومی اثرگذار جهان,آفریقا و آمریکای لاتین,https://www.lanacion.com.ar/,https://lanacion.com.ar/feed/,نامزد متداول / نیازمند راستی‌آزمایی,آرژانتین.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
71,El Universal,رسانه/منبع اطلاعاتی,۲) روزنامه‌ها و رسانه‌های عمومی اثرگذار جهان,آفریقا و آمریکای لاتین,https://www.eluniversal.com.mx/,https://eluniversal.com.mx/feed/,نامزد متداول / نیازمند راستی‌آزمایی,مکزیک.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
72,Al Jazeera Arabic,شبکه پخش/رسانه,۳) رسانه‌های اصلی خاورمیانه و شمال آفریقا,پان‌عرب و منطقه‌ای,https://www.aljazeera.net/,https://aljazeera.net/feed/,نامزد متداول / نیازمند راستی‌آزمایی,شبکه قطری عربی.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
73,Al Arabiya,شبکه پخش/رسانه,۳) رسانه‌های اصلی خاورمیانه و شمال آفریقا,پان‌عرب و منطقه‌ای,https://english.alarabiya.net/,https://english.alarabiya.net/feed/,نامزد متداول / نیازمند راستی‌آزمایی,شبکه سعودی/منطقه‌ای.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
74,Asharq Al-Awsat,رسانه/منبع اطلاعاتی,۳) رسانه‌های اصلی خاورمیانه و شمال آفریقا,پان‌عرب و منطقه‌ای,https://english.aawsat.com/,https://english.aawsat.com/feed/,نامزد متداول / نیازمند راستی‌آزمایی,روزنامه پان‌عرب مستقر در لندن.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
75,Arab News,رسانه/منبع اطلاعاتی,۳) رسانه‌های اصلی خاورمیانه و شمال آفریقا,پان‌عرب و منطقه‌ای,https://www.arabnews.com/,https://www.arabnews.com/rss.xml,فید شناخته‌شده / نیازمند آزمون نهایی,روزنامه انگلیسی‌زبان سعودی.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
76,The National,رسانه/منبع اطلاعاتی,۳) رسانه‌های اصلی خاورمیانه و شمال آفریقا,پان‌عرب و منطقه‌ای,https://www.thenationalnews.com/,https://thenationalnews.com/feed/,نامزد متداول / نیازمند راستی‌آزمایی,امارات و منطقه.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
77,Sky News Arabia,شبکه پخش/رسانه,۳) رسانه‌های اصلی خاورمیانه و شمال آفریقا,پان‌عرب و منطقه‌ای,https://www.skynewsarabia.com/,https://skynewsarabia.com/feed/,نامزد متداول / نیازمند راستی‌آزمایی,شبکه عربی مستقر در ابوظبی.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
78,Al-Monitor,رسانه/منبع اطلاعاتی,۳) رسانه‌های اصلی خاورمیانه و شمال آفریقا,پان‌عرب و منطقه‌ای,https://www.al-monitor.com/,https://www.al-monitor.com/rss,فید شناخته‌شده / نیازمند آزمون نهایی,خبر و تحلیل تخصصی خاورمیانه.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
79,Middle East Eye,رسانه/منبع اطلاعاتی,۳) رسانه‌های اصلی خاورمیانه و شمال آفریقا,پان‌عرب و منطقه‌ای,https://www.middleeasteye.net/,https://www.middleeasteye.net/rss,فید شناخته‌شده / نیازمند آزمون نهایی,خبر و تحلیل منطقه.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
80,The New Arab,رسانه/منبع اطلاعاتی,۳) رسانه‌های اصلی خاورمیانه و شمال آفریقا,پان‌عرب و منطقه‌ای,https://www.newarab.com/,https://www.newarab.com/rss.xml,فید شناخته‌شده / نیازمند آزمون نهایی,خبر و دیدگاه عربی/انگلیسی.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
81,Al Majalla,رسانه/منبع اطلاعاتی,۳) رسانه‌های اصلی خاورمیانه و شمال آفریقا,پان‌عرب و منطقه‌ای,https://en.majalla.com/,https://en.majalla.com/feed/,نامزد متداول / نیازمند راستی‌آزمایی,مجله سیاسی و تحلیلی عربی.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
82,The Media Line,رسانه/منبع اطلاعاتی,۳) رسانه‌های اصلی خاورمیانه و شمال آفریقا,پان‌عرب و منطقه‌ای,https://themedialine.org/,https://themedialine.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,خبر منطقه‌ای.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
83,Alhurra,شبکه پخش/رسانه,۳) رسانه‌های اصلی خاورمیانه و شمال آفریقا,پان‌عرب و منطقه‌ای,https://www.alhurra.com/,https://alhurra.com/feed/,نامزد متداول / نیازمند راستی‌آزمایی,شبکه عربی با بودجه آمریکا.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
84,ایرنا,خبرگزاری,۳) رسانه‌های اصلی خاورمیانه و شمال آفریقا,ایران و رسانه‌های فارسی‌زبان,https://www.irna.ir/,https://www.irna.ir/rss,فید شناخته‌شده / نیازمند آزمون نهایی,خبرگزاری رسمی جمهوری اسلامی ایران.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
85,ایسنا,خبرگزاری,۳) رسانه‌های اصلی خاورمیانه و شمال آفریقا,ایران و رسانه‌های فارسی‌زبان,https://www.isna.ir/,https://www.isna.ir/rss,فید شناخته‌شده / نیازمند آزمون نهایی,خبرگزاری دانشجویان ایران.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
86,مهر,خبرگزاری,۳) رسانه‌های اصلی خاورمیانه و شمال آفریقا,ایران و رسانه‌های فارسی‌زبان,https://www.mehrnews.com/,https://www.mehrnews.com/rss,فید شناخته‌شده / نیازمند آزمون نهایی,خبرگزاری ایران.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
87,تسنیم,خبرگزاری,۳) رسانه‌های اصلی خاورمیانه و شمال آفریقا,ایران و رسانه‌های فارسی‌زبان,https://www.tasnimnews.com/,https://tasnimnews.com/feed/,نامزد متداول / نیازمند راستی‌آزمایی,خبرگزاری ایران.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
